x,y,species median
1.0,1.0,0.087106004
2.0,2.0,0.09004995
3.0,3.0,0.1111566
4.0,4.0,0.13822219
5.0,5.0,0.0852841
6.0,6.0,0.90048546
7.0,7.0,0.07720275
8.0,8.0,0.71863735
9.0,9.0,0.006518112
10.0,10.0,0.10687321
11.0,11.0,0.11910885
12.0,12.0,0.6907669
13.0,13.0,0.070686884
14.0,14.0,0.3578405
15.0,15.0,0.10545566
16.0,16.0,0.85054356
17.0,17.0,0.1352554
18.0,18.0,9.885163E-4
19.0,19.0,0.060307138
20.0,20.0,0.14685091
21.0,21.0,0.06805151
22.0,22.0,0.0818284
23.0,23.0,0.09501178
24.0,24.0,0.002628569
25.0,25.0,0.11663512
26.0,26.0,0.07800717
27.0,27.0,3.9500424E-5
28.0,28.0,0.10841591
29.0,29.0,0.063419394
30.0,30.0,0.12905991
31.0,31.0,0.60983336
32.0,32.0,0.0054013412
33.0,33.0,0.34682283
34.0,34.0,0.044065088
35.0,35.0,0.14161795
36.0,36.0,0.0749461
37.0,37.0,0.79913527
38.0,38.0,0.06875338
39.0,39.0,0.8718244
40.0,40.0,0.28993213
41.0,41.0,0.58582824
42.0,42.0,0.11920583
43.0,43.0,0.76858103
44.0,44.0,0.0011620716
45.0,45.0,0.09133105
46.0,46.0,0.78984165
47.0,47.0,0.091652125
48.0,48.0,0.11510313
49.0,49.0,0.2850644
50.0,50.0,0.19265313
51.0,51.0,0.14890768
52.0,52.0,0.07333895
53.0,53.0,0.30021116
54.0,54.0,0.15137565
55.0,55.0,0.30645567
56.0,56.0,0.26416495
57.0,57.0,0.3297527
58.0,58.0,0.21576717
59.0,59.0,0.70624405
60.0,60.0,0.08986787
61.0,61.0,0.08527654
62.0,62.0,0.18607128
63.0,63.0,0.012419163
64.0,64.0,0.09436231
65.0,65.0,0.8470517
66.0,66.0,0.059178922
67.0,67.0,0.3377095
68.0,68.0,0.015867699
69.0,69.0,0.44517896
70.0,70.0,0.18357426
71.0,71.0,0.3120364
72.0,72.0,0.50137144
73.0,73.0,0.07064915
74.0,74.0,0.085741244
75.0,75.0,0.0011629644
76.0,76.0,0.0802651
77.0,77.0,0.06605933
78.0,78.0,0.005622669
79.0,79.0,0.071657434
80.0,80.0,0.04276018
81.0,81.0,0.07513429
82.0,82.0,0.7286154
83.0,83.0,0.0695724
84.0,84.0,0.7901189
85.0,85.0,3.1552254E-4
86.0,86.0,0.83286583
87.0,87.0,0.066094875
88.0,88.0,0.401718
89.0,89.0,0.37638772
90.0,90.0,0.07344226
91.0,91.0,0.479707
92.0,92.0,0.07177248
93.0,93.0,0.037755813
94.0,94.0,0.85731775
95.0,95.0,0.7148152
96.0,96.0,0.8809305
97.0,97.0,0.055845443
98.0,98.0,0.7886957
99.0,99.0,0.09289567
100.0,100.0,0.12838294
101.0,101.0,0.7338245
102.0,102.0,0.15714133
103.0,103.0,0.16188544
104.0,104.0,0.15602075
105.0,105.0,0.122582704
106.0,106.0,0.7891239
107.0,107.0,0.09953763
108.0,108.0,0.13178034
109.0,109.0,0.06733407
110.0,110.0,0.00217616
111.0,111.0,0.05806622
112.0,112.0,0.1733744
113.0,113.0,0.057843916
114.0,114.0,0.08869331
115.0,115.0,0.70311415
116.0,116.0,0.08961486
117.0,117.0,0.09288042
118.0,118.0,0.20276672
119.0,119.0,0.07895823
120.0,120.0,0.13050024
121.0,121.0,0.36542255
122.0,122.0,0.13359034
123.0,123.0,0.21758108
124.0,124.0,5.6277146E-4
125.0,125.0,0.0036821752
126.0,126.0,0.32435206
127.0,127.0,0.11120614
128.0,128.0,0.003397289
129.0,129.0,0.91731334
130.0,130.0,0.7250811
131.0,131.0,0.77722347
132.0,132.0,0.013385794
133.0,133.0,0.36553794
134.0,134.0,0.24731618
135.0,135.0,0.11931584
136.0,136.0,0.13701884
137.0,137.0,0.08599046
138.0,138.0,0.07063759
139.0,139.0,0.592795
140.0,140.0,0.48277652
141.0,141.0,0.0541276
142.0,142.0,0.07669595
143.0,143.0,0.19825293
144.0,144.0,0.62550837
145.0,145.0,0.75988746
146.0,146.0,0.92558724
147.0,147.0,7.967757E-4
148.0,148.0,0.0894226
149.0,149.0,0.0042294497
150.0,150.0,0.8775145
151.0,151.0,0.06639079
152.0,152.0,0.13919182
153.0,153.0,0.08663153
154.0,154.0,0.6249523
155.0,155.0,0.05485923
156.0,156.0,0.4217054
157.0,157.0,0.48046988
158.0,158.0,0.345111
159.0,159.0,0.47856936
160.0,160.0,0.52328324
161.0,161.0,0.06800365
162.0,162.0,0.08385988
163.0,163.0,0.09058134
164.0,164.0,0.0075626955
165.0,165.0,0.1147867
166.0,166.0,0.25118336
167.0,167.0,0.7547608
168.0,168.0,0.36254054
169.0,169.0,0.096831195
170.0,170.0,0.08343333
171.0,171.0,0.12970689
172.0,172.0,0.09783562
173.0,173.0,0.23627587
174.0,174.0,0.08773019
175.0,175.0,0.03566179
