X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,2.499361710267961E-4,38.97146557208684,0.6460373410858886
2.0,2.0,train,6.215865075263593E-4,85.52948438290845,0.9244445586474295
3.0,3.0,train,5.577306476408545E-4,83.01844659465752,0.901485080163787
5.0,5.0,train,1.3355801610885948E-4,24.688995399103085,0.425913849698241
6.0,6.0,train,1.1953163288731042E-4,23.010807050697746,0.39145946061396597
7.0,7.0,train,1.640941303694773E-4,28.453239130151363,0.49432596695449427
8.0,8.0,train,2.636514174747269E-4,40.59733754231764,0.6656460251754909
9.0,9.0,train,2.4024558877912584E-4,37.91094935896595,0.6314933126308464
10.0,10.0,train,2.0102464284653661E-4,32.93816774222395,0.566264762370798
11.0,11.0,train,2.724125443407973E-4,41.740175968993235,0.6775993640933782
13.0,13.0,train,2.3118254565497785E-4,36.518479093552436,0.6173507894411793
15.0,15.0,train,4.97056704461615E-4,78.27446086836036,0.8732359563379491
16.0,16.0,train,8.674324335526092E-4,91.32152339690799,0.9727977656134972
17.0,17.0,train,2.588273627335731E-4,40.106797453680336,0.6588761151042875
19.0,19.0,train,7.929213096051871E-5,17.417541243837285,0.2807051250494156
21.0,21.0,train,3.3553891564836515E-4,52.63183626338244,0.7519860632774327
22.0,22.0,train,3.184600996313421E-4,48.46270226369989,0.7337454451587618
23.0,23.0,train,3.796540103368483E-4,61.652972407797954,0.7935263570156373
25.0,25.0,train,3.6072650417650866E-4,58.14249646332093,0.7766315739490917
26.0,26.0,train,3.489902398308353E-4,55.52111722703476,0.7654683764737897
27.0,27.0,train,4.4812617644654734E-4,72.09462711625565,0.8446548746414866
28.0,28.0,train,3.95501693136318E-4,64.36038736327066,0.8066850677871877
29.0,29.0,train,5.7075799876205E-4,83.80707152075264,0.9066761929302027
30.0,30.0,train,0.0010686599305085882,95.0961457356347,0.9882113734978828
32.0,32.0,train,4.0036789679295695E-4,65.06040713102789,0.8105547590920342
