X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,6.071728764287083E-5,2.6066597831821907,0.1416718305869059
2.0,2.0,train,1.792837469999506E-4,6.356834669615176,0.3630664463249149
3.0,3.0,train,8.551771478118264E-5,3.391299950735529,0.19359429736049383
4.0,4.0,train,2.6266577690684027E-4,10.080006001714347,0.48360573390135897
5.0,5.0,train,2.283673978988604E-4,8.333648590423184,0.43706308021732077
6.0,6.0,train,1.7253082267233662E-4,6.006241520295682,0.35215196845718844
7.0,7.0,train,1.5006131089985512E-4,5.333469771549054,0.3144708997038631
8.0,8.0,train,2.438008926079646E-4,9.015510762679469,0.45850389667964964
9.0,9.0,train,3.240132871512734E-4,13.610941837061674,0.5574665290489286
10.0,10.0,train,3.2439949639480635E-4,13.629884836336716,0.5578963425158103
12.0,12.0,train,2.4372124869547E-4,9.01142371698391,0.45839537571173383
13.0,13.0,train,1.6193544599551858E-4,5.607137224712163,0.3346489284737535
14.0,14.0,train,1.3418315916652692E-4,4.884513337106748,0.28652924732420093
15.0,15.0,train,3.781869976055406E-4,19.255624387058447,0.6138555930587914
16.0,16.0,train,3.2687986393286006E-4,13.751543241105535,0.5606468188140227
17.0,17.0,train,3.1558080071651646E-4,12.827247810363659,0.5479771173077082
18.0,18.0,train,1.7503332954347948E-4,6.155374148880109,0.356218312299344
19.0,19.0,train,2.472323591085123E-4,9.28354545648581,0.4631589414681282
20.0,20.0,train,2.5274660333470065E-4,9.518219008837129,0.47055575515961
21.0,21.0,train,3.2837712451476154E-4,13.85255081604349,0.562298839975411
22.0,22.0,train,4.319174774437883E-4,35.00549051676464,0.662683412779033
23.0,23.0,train,3.356017705862159E-4,14.621931775083917,0.570183359603089
24.0,24.0,train,2.7804647748190444E-4,10.679075934121785,0.5032078743393773
25.0,25.0,train,2.457678962406566E-4,9.175284458649095,0.4611772014682578
26.0,26.0,train,1.889126793926946E-4,6.7024678423310995,0.3783120376355068
28.0,28.0,train,2.3968309342562073E-4,8.804199779878205,0.4528644765341664
29.0,29.0,train,2.0183528883687372E-4,7.1738784259061585,0.39820061277004515
30.0,30.0,train,2.4427331536167746E-4,9.050164269023641,0.4591471622070894
31.0,31.0,train,3.6425646594081146E-4,17.307162014559374,0.6000811852536152
32.0,32.0,train,2.8719081321482316E-4,11.269732895966236,0.5145074619752583
33.0,33.0,train,2.392732226298443E-4,8.783166651053365,0.4522999451842461
34.0,34.0,train,2.3844830418946156E-4,8.746274376399,0.45116198570987054
35.0,35.0,train,2.2601989026139547E-4,8.222218798671161,0.4337282619130387
36.0,36.0,train,2.5537929254849516E-4,9.717032586624134,0.4740512160982764
38.0,38.0,train,3.551687369039685E-4,16.075245880085458,0.5908315622274843
39.0,39.0,train,3.3814788611150423E-4,15.019646209630332,0.5729280490119641
40.0,40.0,train,3.006615774666569E-4,11.768271270289414,0.5306866960079633
41.0,41.0,train,2.962267287132262E-4,11.644606066232166,0.5254205952493906
43.0,43.0,train,2.120119611699158E-4,7.639631334841364,0.41341419624059206
44.0,44.0,train,1.9794645189489263E-4,7.0425560232623825,0.39228335999018504
45.0,45.0,train,1.980505625088334E-4,7.0460717417580145,0.3924425300856905
46.0,46.0,train,2.003006110790189E-4,7.12205378695825,0.39587236115142055
47.0,47.0,train,1.1524362157552635E-4,4.187206857431745,0.2517070150072832
48.0,48.0,train,8.201836539359616E-5,3.304219841483661,0.18646287078592572
50.0,50.0,train,4.657984877357807E-4,48.62800243062667,0.6902470570598382
51.0,51.0,train,4.737214512955502E-4,53.1890981778687,0.6963607517321624
53.0,53.0,train,2.8093858393050334E-4,10.761922738341836,0.5068097775172589
54.0,54.0,train,2.401104080575949E-4,8.826128065073604,0.45345241442907214
55.0,55.0,train,1.6922406319988732E-4,5.859825010134612,0.3467393689285614
56.0,56.0,train,1.9680048126730738E-4,7.001767509356866,0.39052857829454113
57.0,57.0,train,2.3374318822132727E-4,8.581523375963872,0.44462601725685813
58.0,58.0,train,3.1546230758191477E-4,12.818404673141371,0.5478423326153179
59.0,59.0,train,3.806918457149165E-4,19.859145807610684,0.6162815637164668
60.0,60.0,train,4.3394167804691687E-4,35.52521375984643,0.6643970070536821
61.0,61.0,train,3.810510716359255E-4,19.92460455278743,0.6166282257687246
63.0,63.0,train,2.7087220548239484E-4,10.453383573321977,0.4941588788143608
65.0,65.0,train,2.452900721543244E-4,9.135282983231901,0.46052901895322773
66.0,66.0,train,8.936357324672279E-5,3.487002819541504,0.20135980036153145
67.0,67.0,train,1.4100110493538338E-4,5.1007351967522006,0.2986640363827947
68.0,68.0,train,7.143110284622702E-5,2.974796100072149,0.1645004327534938
69.0,69.0,train,1.5291038628307448E-4,5.391477970201081,0.3193675193930646
70.0,70.0,train,1.324811921208439E-4,4.826511531070654,0.2834674266109738
71.0,71.0,train,4.5583531310536274E-4,44.316086003988985,0.6823840217253738
73.0,73.0,train,4.932759923718903E-4,63.39356942420179,0.7109384111407764
74.0,74.0,train,5.334041558064187E-4,79.02003773164284,0.7386985757301603
75.0,75.0,train,5.050539638122888E-4,69.0261572786991,0.7193788303589858
76.0,76.0,train,4.924764600476991E-4,62.99882769692751,0.710356327308103
78.0,78.0,train,2.555515110101641E-4,9.730038915003952,0.4742790672841005
79.0,79.0,train,2.894939321140727E-4,11.404479202586563,0.517312659341379
80.0,80.0,train,2.3062368274439236E-4,8.449443464646633,0.44024979890113936
81.0,81.0,train,1.983951040392792E-4,7.057706588439361,0.39296898712366757
82.0,82.0,train,1.9808448198780853E-4,7.047217170980658,0.3924943790668811
83.0,83.0,train,2.671572372473144E-4,10.290676012714343,0.4894085602214101
84.0,84.0,train,2.912106916328462E-4,11.502617318794915,0.5193931222074527
85.0,85.0,train,3.697183433677893E-4,18.106320462254537,0.6055394587156284
86.0,86.0,train,3.759985944252115E-4,18.929187839093093,0.6117235522863942
87.0,87.0,train,3.352901319081501E-4,14.569986914780761,0.5698462065650052
88.0,88.0,train,3.455988935432868E-4,15.475071254198888,0.5808598848416149
89.0,89.0,train,3.943284439544571E-4,23.360298021630154,0.6292238733005153
90.0,90.0,train,4.2629156780669183E-4,32.515738253627674,0.657874686546979
91.0,91.0,train,4.0612397101064454E-4,26.535356343346965,0.6400662053979361
92.0,92.0,train,1.93785187728858E-4,6.8830707397153095,0.3858871287548715
93.0,93.0,train,3.279101948614859E-4,13.821050219239572,0.5617843149413722
94.0,94.0,train,2.614788461745254E-4,10.023896163127215,0.48206127037286184
95.0,95.0,train,3.73234241403125E-4,18.552268830712407,0.6090135605142061
96.0,96.0,train,3.0493052375328556E-4,12.087151877770792,0.5357005940297499
97.0,97.0,train,3.2984643512488015E-4,13.951675300394328,0.5639139831003095
98.0,98.0,train,3.769451715382123E-4,19.024675588268614,0.6126471911589639
99.0,99.0,train,5.00108466927376E-4,66.52397438403979,0.715865189299218
100.0,100.0,train,5.045945255229103E-4,68.68353996125735,0.719054251013697
101.0,101.0,train,4.89069796477059E-4,61.59664974020469,0.7078630068654486
103.0,103.0,train,5.452844404473492E-4,83.20282641866388,0.7463937088295647
104.0,104.0,train,5.735155210378056E-4,90.01150197708078,0.7637827963525441
105.0,105.0,train,4.921504558076627E-4,62.74036316919348,0.7101186500422759
106.0,106.0,train,3.671392934672889E-4,17.61728038380227,0.6029714566003664
107.0,107.0,train,3.4744500344013803E-4,15.590833813099588,0.5828022494482838
108.0,108.0,train,4.1578024197336244E-4,29.512932963490123,0.6487057171663746
109.0,109.0,train,3.9636484290766875E-4,23.976817461388546,0.631118766443578
110.0,110.0,train,3.663789083744806E-4,17.49185911964157,0.6022111424836567
111.0,111.0,train,3.3903797760649997E-4,15.060935587184664,0.573883419243508
112.0,112.0,train,3.9956415180331903E-4,24.73838826221804,0.6340762215739499
113.0,113.0,train,2.9910355191772593E-4,11.72482592228608,0.5288433316810648
